id_cordée,lib_cordée,région,académie,département,commune,Composante /de l’cordée,Lycées sources,uai
C0120,ARTEM,Lorraine,Nancy-Metz,54,Pompey ,LYCEES SOURCES,Lycée Bertrand Schwartz,0540085Z
C0159,Cordée Jean-Baptiste Say,Ile-de-France,Paris,93,Sevran,LYCEES SOURCES,Lycée Blaise Cendrars,0932048W
"C0051,""Pôle sciences : faire des études longues, pourquoi pas ?"",Auvergne,Clermont-Ferrand,3,Saint Pourcain sur Sioule,LYCEES SOURCES,Lycée Blaise de Vigenere,0030044G"
C0138,Elan 49,Pays de la Loire,Nantes,49,Segré,LYCEES SOURCES,Lycée Blaise Pascal,0490782J
C0177,Cordée Arts et métiers,Champagne-Ardennes,Reims,52,Saint-Dizier,LYCEES SOURCES,Lycée Blaise Pascal,0520028Y
C0120,ARTEM,Lorraine,Nancy-Metz,57,Forbach,LYCEES SOURCES,Lycée Blaise pascal,0570030Y
C0127,Grande école de commerce,Lorraine,Nancy-Metz,57,Forbach,LYCEES SOURCES,Lycée Blaise Pascal,0570030Y
C0128,IEP Paris,Lorraine,Nancy-Metz,57,Forbach,LYCEES SOURCES,Lycée Blaise Pascal,0570030Y
C0134,Université Paul Verlaine - Metz,Lorraine,Nancy-Metz,57,Forbach,LYCEES SOURCES,Lycée Blaise pascal,0570030Y
"C0050,""Pôle sciences : faire des études longues, pourquoi pas ?"",Auvergne,Clermont-Ferrand,63,Clermont-Ferrand,LYCEE(S) AVEC CPGE,Lycée Blaise Pascal,0630018C"
"C0051,""Pôle sciences : faire des études longues, pourquoi pas ?"",Auvergne,Clermont-Ferrand,63,Clermont-Ferrand,LYCEE(S) AVEC CPGE,Lycée Blaise Pascal,0630018C"
"C0052,""Pôle sciences : faire des études longues, pourquoi pas ?"",Auvergne,Clermont-Ferrand,63,Clermont-Ferrand,LYCEE(S) AVEC CPGE,Lycée Blaise Pascal,0630018C"
C0208,Prep'avenir,Haute Normandie,Rouen,76,Rouen,LYCEE(S) AVEC CPGE,Lycée Blaise Pascal,0760095R
C0208,Prep'avenir,Haute Normandie,Rouen,76,Rouen,LYCEES SOURCES,Lycée Blaise Pascal,0760095R
C0057,Cordée Lockwood,Ile-de-France,Créteil,77,Brie-Comte-Robert,LYCEES SOURCES,Lycée Blaise Pascal,0772230F
C0237,HORIZONS - Première cordée de la réussite internationale,Ile-de-France,Versailles,78,Le Chesnay,LYCEE(S) AVEC CPGE,Lycée Blanche de Castille,0783282U
C0064,Eiffel de la réussite,Bourgogne,Dijon,71,Autun,LYCEES SOURCES,Lycée Bonaparte,0710001R
C0225,Osez l'excellence,Midi-Pyrénées,Toulouse,81,Castres,LYCEES SOURCES,Lycée Borde Basse,0810959C
C0020,Accès et réussite à l'UPJV,Picardie,Amiens,80,Abbeville,LYCEES SOURCES,Lycée Boucher de Perthes,0800001S
C0057,Cordée Lockwood,Ile-de-France,Créteil,77,Brie-Comte-Robert,LYCEES SOURCES,Lycée Bougainville,0771436T
C0221,DISPO,Midi-Pyrénées,Toulouse,82,Montauban,LYCEES SOURCES,Lycée Bourdelle,0820021C
C0223,Egalité des chances-INSA,Midi-Pyrénées,Toulouse,82,Montauban,LYCEES SOURCES,Lycée Bourdelle,0820021C
C0125,Ensemble pour que chaque élève ose sa réussite,Lorraine,Nancy-Metz,54,Luneville,LYCEES SOURCES,Lycée Boutet de Monvel,0542293Z
C0094,Convention diversité Académie de Lyon,Rhône-Alpes,Lyon,69,Lyon,LYCEE(S) AVEC CPGE,Lycée Branly,0690128P
C0100,Ouverture sociale des CPGE et école d'été,Rhône-Alpes,Lyon,69,Lyon,LYCEE(S) AVEC CPGE,Lycée Branly,0690128P
C0094,Convention diversité Académie de Lyon,Rhône-Alpes,Lyon,69,Lyon,LYCEES SOURCES,Lycée Branly,0690128P
C0094,Convention diversité Académie de Lyon,Rhône-Alpes,Lyon,42,Rive-de-Giers,LYCEES SOURCES,Lycée Brassens,0420027B
C0099,Ouverture internationale pour les STI,Rhône-Alpes,Lyon,42,Rive-de-Giers,LYCEES SOURCES,Lycée Brassens,0420027B
C0164,OPTIM,Ile-de-France,Paris,91,Courcouronnes,LYCEES SOURCES,Lycée Brassens,0911828T
"C0187,""Confiance, ambition, réussite en Sud Finistère"",Bretagne,Rennes,29,Quimper,LYCEE(S) AVEC CPGE,Lycée Brizeux,0290069T"
"C0187,""Confiance, ambition, réussite en Sud Finistère"",Bretagne,Rennes,29,Quimper,LYCEES SOURCES,Lycée Brizeux,0290069T"
C0191,Mieux vivre sa scolarité et la réussir en s'ouvrant à l'autre,Bretagne,Rennes,56,Guer,LYCEE(S) AVEC CPGE,Lycée Brocéliande,0560016N
C0191,Mieux vivre sa scolarité et la réussir en s'ouvrant à l'autre,Bretagne,Rennes,56,Guer,LYCEES SOURCES,Lycée Brocéliande,0560016N
C0098,OPTIM,Rhône-Alpes,Lyon,69,Villeurbanne,LYCEES SOURCES,Lycée Brossolette,0690132U
C0101,Parcours d'excellence des STI,Rhône-Alpes,Lyon,69,Décine,LYCEES SOURCES,Lycée C. Chaplin,0692800U
"C0091,""Ruralité : ambition, mobilité et réussite"",Limousin,Limoges,19,Brive,LYCEE(S) AVEC CPGE,Lycée Cabanis,0190010H"
C0089,Escapade,Limousin,Limoges,19,Brive,LYCEES SOURCES,Lycée Cabanis,0190010H
"C0091,""Ruralité : ambition, mobilité et réussite"",Limousin,Limoges,19,Brive,LYCEES SOURCES,Lycée Cabanis,0190010H"
C0178,Groupe ESC Troyes,Champagne-Ardennes,Reims,10,Troyes,LYCEES SOURCES,Lycée Camille Claudel,0101028N
C0065,OPTIM,Bourgogne,Dijon,71,Digoin,LYCEES SOURCES,Lycée Camille Claudel,0711137A
C0163,Nouvel élan (ParisTech / Janson de Sailly,Ile-de-France,Paris,95,Vauréal,LYCEES SOURCES,Lycée Camille Claudel,0951710T
C0229,Ambitions supérieures - préparation IEP,Ile-de-France,Versailles,95,Vaureal,LYCEES SOURCES,Lycée Camille Claudel,0951710T
C0034,Horizons,Aquitaine,Bordeaux,33,Bordeaux,LYCEE(S) AVEC CPGE,Lycée Camille Jullian,0330023W
C0229,Ambitions supérieures - préparation IEP,Ile-de-France,Versailles,95,Pontoise,LYCEES SOURCES,Lycée Camille Pissaro,0950649P
C0073,Vers une prépa scientifique pour l'égalité des chances,Rhône-Alpes,Grenoble,26,Valence,TETE(S) DE CORDEE,Lycée Camille Vernet,0260035X
C0073,Vers une prépa scientifique pour l'égalité des chances,Rhône-Alpes,Grenoble,26,Valence,LYCEE(S) AVEC CPGE,Lycée Camille Vernet,0260035X
C0015,Spé IEP,Provence Alpes Côte d'Azur,Aix-Marseille,26,Valence,LYCEES SOURCES,Lycée Camille Vernet,0260035X
C0073,Vers une prépa scientifique pour l'égalité des chances,Rhône-Alpes,Grenoble,26,Valence,LYCEES SOURCES,Lycée Camille Vernet,0260035X
"C0036,""Programme """"égalité des chances"""" pour les études en architecture"",Aquitaine,Bordeaux,64,Anglet,LYCEES SOURCES,Lycée Cantau,0640001D"
C0089,Escapade,Limousin,Limoges,19,Egletons,LYCEES SOURCES,Lycée Caraminot,0190018S
"C0091,""Ruralité : ambition, mobilité et réussite"",Limousin,Limoges,19,Egletons,LYCEES SOURCES,Lycée Caraminot,0190018S"
C0135,BRIO : fais un bond pour la réussite ,Pays de la Loire,Nantes,44,Nantes,LYCEE(S) AVEC CPGE,Lycée Carcouët,0441993C
C0135,BRIO : fais un bond pour la réussite ,Pays de la Loire,Nantes,44,Nantes,LYCEES SOURCES,Lycée Carcouët,0441993C
C0101,Parcours d'excellence des STI,Rhône-Alpes,Lyon,1,Bourg en Bresse,LYCEES SOURCES,Lycée Cariat,0010017N
C0015,Spé IEP,Provence Alpes Côte d'Azur,Aix-Marseille,6,Cannes,LYCEES SOURCES,Lycée Carnot,0060011E
C0064,Eiffel de la réussite,Bourgogne,Dijon,21,Dijon,LYCEE(S) AVEC CPGE,Lycée Carnot,0210015C
C0101,Parcours d'excellence des STI,Rhône-Alpes,Lyon,42,Roanne,LYCEES SOURCES,Lycée Carnot,0420076E
C0102,Parcours pour l'orientation vers les filières d'économie et de gestion,Rhône-Alpes,Lyon,1,Bourg-en-Bresse,LYCEES SOURCES,Lycée Carriat,0010017N
C0106,Séminaire Lycée,Rhône-Alpes,Lyon,1,Bourg-en-Bresse,LYCEES SOURCES,Lycée Carriat,0010017N
C0013,Préparation à l'université,Provence Alpes Côte d'Azur,Aix-Marseille,13,Marseille,LYCEES SOURCES,Lycée Casimir Perier,0130036U
C0020,Accès et réussite à l'UPJV,Picardie,Amiens,60,Clermont,LYCEES SOURCES,Lycée Cassini,0600013N
C0013,Préparation à l'université,Provence Alpes Côte d'Azur,Aix-Marseille,13,Aix-en-Provence,LYCEES SOURCES,Lycée Célony,0131415T
C0080,Cordée des sciences de l'ingénieur,Nord-Pas-de-Calais,Lille,59,Lille,LYCEE(S) AVEC CPGE,Lycée César Baggio,0590121L
C0084,Programme d'études intégrées,Nord-Pas-de-Calais,Lille,59,Lille,LYCEE(S) AVEC CPGE,Lycée César Baggio,0590121L
"C0085,""Une grande école, pourquoi pas moi?"",Nord-Pas-de-Calais,Lille,59,Lille,LYCEE(S) AVEC CPGE,Lycée César Baggio,0590121L"
C0080,Cordée des sciences de l'ingénieur,Nord-Pas-de-Calais,Lille,59,Lille,LYCEES SOURCES,Lycée César Baggio,0590121L
"C0085,""Une grande école, pourquoi pas moi?"",Nord-Pas-de-Calais,Lille,59,Lille,LYCEES SOURCES,Lycée César Baggio,0590121L"
C0071,Un ascenseur pour la réussite,Rhône-Alpes,Grenoble,38,Grenoble,LYCEE(S) AVEC CPGE,Lycée Champollion,0380027Y
C0161,ENS - PSU - TALENS,Ile-de-France,Paris,46,Figeac,LYCEES SOURCES,Lycée Champollion,0460010L
C0043,Ambition prépa Dupuy,Auvergne,Clermont-Ferrand,48,Mende,LYCEES SOURCES,Lycée Chaptal,0480007X
C0238,Jean-Louis Le Moigne,Ile-de-France,Versailles,75,Paris,LYCEE(S) AVEC CPGE,Lycée Chaptal,0750663N
C0134,Université Paul Verlaine - Metz,Lorraine,Nancy-Metz,57,Thionville,LYCEES SOURCES,Lycée Charlemagne,0570106F
C0157,Cap-Ingénieur,Ile-de-France,Paris,75018,Paris,LYCEES SOURCES,Lycée Charles de Foucault,0754086J
C0064,Eiffel de la réussite,Bourgogne,Dijon,21,Dijon,LYCEES SOURCES,Lycée Charles de Gaulle,0211928G
C0222,Donnez des ailes à votre avenir,Midi-Pyrénées,Toulouse,31,Muret,LYCEES SOURCES,Lycée Charles de Gaulle,0312217S
C0020,Accès et réussite à l'UPJV,Picardie,Amiens,60,Compiègne,LYCEES SOURCES,Lycée Charles de Gaulle,0601863Z
C0026,Passeport étudiant : une grande école pourquoi pas moi,Picardie,Amiens,60,Compiègne,LYCEES SOURCES,Lycée Charles de Gaulle,0601863Z
"C0038,""Sciences Po Bordeaux, je le peux parce que je le veux"",Aquitaine,Bordeaux,40,Mont de Marsan,LYCEES SOURCES,Lycée Charles Despiau,0400018C"
C0043,Ambition prépa Dupuy,Auvergne,Clermont-Ferrand,43,Le Puy en Velay,LYCEE(S) AVEC CPGE,Lycée Charles et Adrien Dupuy,0430020N
C0217,Tutorat d'excellence,Alsace,Strasbourg,67,Strasbourg,LYCEE(S) AVEC CPGE,Lycée Charles Frey,0671737Z
C0013,Préparation à l'université,Provence Alpes Côte d'Azur,Aix-Marseille,13,Marseille,LYCEES SOURCES,Lycée Charles Péguy,0131402D
C0139,Traits d'union,Pays de la Loire,Nantes,44,Gorges,LYCEES SOURCES,Lycée Charles Péguy,0440355X
C0236,Edouard Michelin,Ile-de-France,Versailles,75,Paris,LYCEES SOURCES,Lycée Charles Péguy,0753890W
C0236,Edouard Michelin,Ile-de-France,Versailles,93,Bobigny,LYCEES SOURCES,Lycée Charles Péguy,0930962R
C0192,OPERA : orienter et promouvoir l'excellence et la réussite par l'accompagnement,Bretagne,Rennes,35,Combourg,LYCEES SOURCES,Lycée Chateaubriand,0350710G
C0195,Partenariat EN-Rennes 1 et Rennes 2,Bretagne,Rennes,35,Combourg,LYCEES SOURCES,Lycée Chateaubriand,0350710G
C0192,OPERA : orienter et promouvoir l'excellence et la réussite par l'accompagnement,Bretagne,Rennes,35,Rennes,LYCEE(S) AVEC CPGE,Lycée Chateaubriand ,0350710G
C0192,OPERA : orienter et promouvoir l'excellence et la réussite par l'accompagnement,Bretagne,Rennes,35,Rennes,TETE(S) DE CORDEE,Lycée Chateaubriand à Rennes,0350710G
C0084,Programme d'études intégrées,Nord-Pas-de-Calais,Lille,59,Douai,LYCEE(S) AVEC CPGE,Lycée Châtelet,0590063Y
"C0086,""Une grande école, pourquoi pas moi?"",Nord-Pas-de-Calais,Lille,59,Douai,LYCEE(S) AVEC CPGE,Lycée Châtelet,0590063Y"
C0196,Partenariat lycées-Université de Rennes 1,Bretagne,Rennes,35,Combourg,LYCEES SOURCES,Lycée Chateuabriand,0350710G
C0013,Préparation à l'université,Provence Alpes Côte d'Azur,Aix-Marseille,13,Marseille,LYCEES SOURCES,Lycée Chevreul Blancarde,0131335F
C0135,BRIO : fais un bond pour la réussite ,Pays de la Loire,Nantes,49,Angers,LYCEE(S) AVEC CPGE,Lycée Chevrollier,0490003M
C0138,Elan 49,Pays de la Loire,Nantes,49,Angers,LYCEE(S) AVEC CPGE,Lycée Chevrollier,0490003M
C0138,Elan 49,Pays de la Loire,Nantes,49,Angers,LYCEES SOURCES,Lycée Chevrollier,0490003M
C0148,Les études sup…c'est aussi pour moi,Centre,Orléans-Tours,37,Tours ,LYCEES SOURCES,Lycée Choiseul,0370037P
C0221,DISPO,Midi-Pyrénées,Toulouse,9,Mirepoix,LYCEES SOURCES,Lycée Cité scolaire de Mirepoix,0090013R
C0222,Donnez des ailes à votre avenir,Midi-Pyrénées,Toulouse,9,Mirepoix,LYCEES SOURCES,Lycée Cité scolaire de Mirepoix,0090013R
C0100,Ouverture sociale des CPGE et école d'été,Rhône-Alpes,Lyon,69,Villefranche-sur-Saône,LYCEE(S) AVEC CPGE,Lycée Claude Bernard,0690097F
C0104,Programme Egalité des chances et démocratisation-Entrer à l'IEP,Rhône-Alpes,Lyon,69,Villefranche-sur-Saône,LYCEE(S) AVEC CPGE,Lycée Claude Bernard,0690097F
C0106,Séminaire Lycée,Rhône-Alpes,Lyon,69,Villefranche-sur-Saône,LYCEE(S) AVEC CPGE,Lycée Claude Bernard,0690097F
C0108,Trait d'union Prépa valorisation des filières technologiques,Rhône-Alpes,Lyon,69,Villefranche-sur-Saône,LYCEE(S) AVEC CPGE,Lycée Claude Bernard,0690097F
C0109,Trait d'union Multicampus multiquartiers,Rhône-Alpes,Lyon,69,Villefranche-sur-Saône,LYCEE(S) AVEC CPGE,Lycée Claude Bernard,0690097F
C0108,Trait d'union Prépa valorisation des filières technologiques,Rhône-Alpes,Lyon,69,Villefranche-sur-Saône,LYCEES SOURCES,Lycée Claude Bernard,0690097F
C0109,Trait d'union Multicampus multiquartiers,Rhône-Alpes,Lyon,69,Villefranche-sur-Saône,LYCEES SOURCES,Lycée Claude Bernard,0690097F
C0167,Prépaplus,Ile-de-France,Paris,75016,Paris,TETE(S) DE CORDEE,Lycée Claude Bernard,0750698B
C0167,Prépaplus,Ile-de-France,Paris,75016,Paris,LYCEE(S) AVEC CPGE,Lycée Claude Bernard,0750698B
C0122,Charte pour l'égalité des chances,Lorraine,Nancy-Metz,88,Epinal,LYCEE(S) AVEC CPGE,Lycée Claude Gellée,0880020U
C0205,EDRESUP ,Haute Normandie,Rouen,76,Le Havre,LYCEES SOURCES,Lycée Claude Monet,0760174B
C0221,DISPO,Midi-Pyrénées,Toulouse,82,Monteils-Caussade,LYCEES SOURCES,Lycée Claude Nougaro,0820883P
C0135,BRIO : fais un bond pour la réussite ,Pays de la Loire,Nantes,44,Nantes,LYCEE(S) AVEC CPGE,Lycée Clémenceau,0440021J
C0201,Course en cours,Haute Normandie,Rouen,27,Bernay,LYCEES SOURCES,Lycée Clément Ader,0271581X
C0228,Ambition d'enseignement supérieur - Lycée du Parc des Loges,Ile-de-France,Versailles,91,Athis-Mons,LYCEES SOURCES,Lycée Clément Ader,0910676R
C0064,Eiffel de la réussite,Bourgogne,Dijon,21,Beaune,LYCEES SOURCES,Lycée Clos Maire,0210006T
C0156,Cap en Sup,Ile-de-France,Paris,75,Paris,LYCEES SOURCES,Lycée Colbert,0750673Z
C0161,ENS - PSU - TALENS,Ile-de-France,Paris,75010,Paris,LYCEES SOURCES,Lycée Colbert ,0750673Z
C0137,Cordées de la réussite sarthoises,Pays de la Loire,Nantes,72,Sablé-sur-Sarthe,LYCEES SOURCES,Lycée Colbert de Torcy,0720048L
C0020,Accès et réussite à l'UPJV,Picardie,Amiens,2,Saint Quentin,LYCEES SOURCES,Lycée Condorcet,0020079A
C0022,Passeport étudiant,Picardie,Amiens,2,Saint Quentin,LYCEES SOURCES,Lycée Condorcet,0020079A
C0023,Passeport étudiant,Picardie,Amiens,2,Saint Quentin,LYCEES SOURCES,Lycée Condorcet,0020079A
C0024,Passeport étudiant,Picardie,Amiens,2,Saint Quentin,LYCEES SOURCES,Lycée Condorcet,0020079A
"C0038,""Sciences Po Bordeaux, je le peux parce que je le veux"",Aquitaine,Bordeaux,33,Bordeaux,LYCEES SOURCES,Lycée Condorcet,0332747G"
C0121,La cordée de la réussite Arts et métiers Paris Tech Metz,Lorraine,Nancy-Metz,57,Schoeneck,LYCEES SOURCES,Lycée Condorcet,0573231C
C0020,Accès et réussite à l'UPJV,Picardie,Amiens,60,Meru,LYCEES SOURCES,Lycée Condorcet,0601865B
C0022,Passeport étudiant,Picardie,Amiens,60,Meru,LYCEES SOURCES,Lycée Condorcet,0601865B
C0023,Passeport étudiant,Picardie,Amiens,60,Meru,LYCEES SOURCES,Lycée Condorcet,0601865B
C0024,Passeport étudiant,Picardie,Amiens,60,Meru,LYCEES SOURCES,Lycée Condorcet,0601865B
C0025,Passeport étudiant : les jeudis de la science,Picardie,Amiens,60,Meru,LYCEES SOURCES,Lycée Condorcet,0601865B
C0100,Ouverture sociale des CPGE et école d'été,Rhône-Alpes,Lyon,69,Saint-Priest,LYCEE(S) AVEC CPGE,Lycée Condorcet,0693478F
C0104,Programme Egalité des chances et démocratisation-Entrer à l'IEP,Rhône-Alpes,Lyon,69,Saint-Priest,LYCEE(S) AVEC CPGE,Lycée Condorcet,0693478F
C0106,Séminaire Lycée,Rhône-Alpes,Lyon,69,Saint-Priest,LYCEE(S) AVEC CPGE,Lycée Condorcet,0693478F
C0108,Trait d'union Prépa valorisation des filières technologiques,Rhône-Alpes,Lyon,69,Saint-Priest,LYCEE(S) AVEC CPGE,Lycée Condorcet,0693478F
C0109,Trait d'union Multicampus multiquartiers,Rhône-Alpes,Lyon,69,Saint-Priest,LYCEE(S) AVEC CPGE,Lycée Condorcet,0693478F
C0108,Trait d'union Prépa valorisation des filières technologiques,Rhône-Alpes,Lyon,69,Saint-Priest,LYCEES SOURCES,Lycée Condorcet,0693478F
C0101,Parcours d'excellence des STI,Rhône-Alpes,Lyon,69,St Priest,LYCEES SOURCES,Lycée Condorcet,0693478F
C0060,Réussir à Dauphine,Ile-de-France,Créteil,93,Montreuil,LYCEES SOURCES,Lycée Condorcet,0930130L
"C0187,""Confiance, ambition, réussite en Sud Finistère"",Bretagne,Rennes,29,Quimper,LYCEES SOURCES,Lycée Cornouailles,0290098Z"
C0141,Ambition IEP,PACA,Nice,83,Hyères,LYCEES SOURCES,Lycée Costebelle,0831563Y
"C0081,""Ingénieur, je veux, je peux"",Nord-Pas-de-Calais,Lille,59,Saint-Amand,LYCEES SOURCES,Lycée Couteaux,0590192N"
C0176,Cordée Arago pour réussir,Champagne-Ardennes,Reims,51,Tinqueux,LYCEES SOURCES,Lycée Croix Cordier,0510069Y
C0089,Escapade,Limousin,Limoges,19,Brive,LYCEES SOURCES,Lycée d' Arsonval,0190011J
"C0091,""Ruralité : ambition, mobilité et réussite"",Limousin,Limoges,19,Brive,LYCEES SOURCES,Lycée d' Arsonval,0190011J"
C0224,Ose l'ISAE,Midi-Pyrénées,Toulouse,31,Nogaro,LYCEES SOURCES,Lycée d'Artagnan,0320025D
"C0092,""Une grande école scientifique, PQPM?"",Limousin,Limoges,87,Limoges,LYCEES SOURCES,Lycée Dautry,0870118F"
C0138,Elan 49,Pays de la Loire,Nantes,49,Angers,LYCEES SOURCES,Lycée David d'Angers,0490001K
C0212,Cordée de la réussite-CPGE Lycée Kleber,Alsace,Strasbourg,67,Bouxwiller,LYCEES SOURCES,Lycée de Bouxwiller,0670007U
C0198,Tutorat Horizons,Bretagne,Rennes,29,Quimper,LYCEE(S) AVEC CPGE,Lycée de Cornouaille,0290098Z
C0198,Tutorat Horizons,Bretagne,Rennes,29,Quimper,LYCEES SOURCES,Lycée de Cornouaille,0290098Z
C0040,Caen Sud Lycée Fresnel,Basse Normandie,Caen,14,Caen,LYCEE(S) AVEC CPGE,Lycée de Gaulle,0142107P
C0039,Tous envie de réussir,Basse Normandie,Caen,14,Caen ,LYCEES SOURCES,Lycée de Gaulle,0142107P
C0190,Cordée Nord finistérienne,Bretagne,Rennes,29,Brest,LYCEE(S) AVEC CPGE,Lycée de Kerichen,0290007A
C0134,Université Paul Verlaine - Metz,Lorraine,Nancy-Metz,57,Metz,LYCEES SOURCES,Lycée de la Communication,0573281G
C0101,Parcours d'excellence des STI,Rhône-Alpes,Lyon,1,Ambérieux,LYCEES SOURCES,Lycée de la plaine de l'Ain,0011194T
C0233,Cordée HEC Académie de Versailles,Ile-de-France,Versailles,78,Trappes,LYCEES SOURCES,Lycée de la Plaine de Neauphle,0781297L
C0242,Oui nous le pouvons,Ile-de-France,Versailles,78,Trappes,LYCEES SOURCES,Lycée de la Plaine de Neauphle,0781297L
C0247,Secteur CASQY,Ile-de-France,Versailles,78,Trappes,LYCEES SOURCES,Lycée de la Plaine de Neauphle,0781297L
C0175,Venise verte,Poitou-Charente,Poitiers,79,Niort,LYCEE(S) AVEC CPGE,Lycée de la Venise verte,0791062A
C001,Accompagnement à la scolarité,Provence Alpes Côte d'Azur,Aix-Marseille,84,Orange,LYCEES SOURCES,Lycée de l'Arc,0840026X
C0015,Spé IEP,Provence Alpes Côte d'Azur,Aix-Marseille,84,Orange,LYCEES SOURCES,Lycée de l'Arc,0840026X
C0007,IEPEI,Provence Alpes Côte d'Azur,Aix-Marseille,84,Orange,LYCEES SOURCES,Lycée de l'Arc ,0840026X
C0002,AVENIR,Provence Alpes Côte d'Azur,Aix-Marseille,13,Gardanne,LYCEES SOURCES,Lycée de l'Etoile,0130025G
C0230,Ambitions supérieures - scientifiques,Ile-de-France,Versailles,95,Jouy-le-Moutier,LYCEES SOURCES,Lycée de l'Hautil,0951824S
C0197,Pour une connaissance mutuelle entre filières littéraires de lycée et parcours lettres et sciences humaines à l'université,Bretagne,Rennes,29,Brest,LYCEES SOURCES,Lycée de l'Iroise,0290009C
"C0239,""Ma chance, l'Université"",Ile-de-France,Versailles,91,Montgéron,LYCEES SOURCES,Lycée de Montgéron,0910625K"
C0047,Pôle développement durable,Auvergne,Clermont-Ferrand,15,Murat,LYCEES SOURCES,Lycée de Murat,0150747F
"C0038,""Sciences Po Bordeaux, je le peux parce que je le veux"",Aquitaine,Bordeaux,64,Saint Jean Pied de Port,LYCEES SOURCES,Lycée de Navarre,0641844G"
C0013,Préparation à l'université,Provence Alpes Côte d'Azur,Aix-Marseille,13,Marseille,LYCEES SOURCES,Lycée de Provence,0131323T
C0062,Accès aux formations supérieures et métiers du vivant,Bourgogne,Dijon,21,Quétigny,TETE(S) DE CORDEE,Lycée de Quetigny,0211135V
C0159,Cordée Jean-Baptiste Say,Ile-de-France,Paris,93,Drancy,LYCEES SOURCES,Lycée Delacroix,0930119Z
C0177,Cordée Arts et métiers,Champagne-Ardennes,Reims,52,Langres,LYCEES SOURCES,Lycée Denis Diderot,0520021R
C0224,Ose l'ISAE,Midi-Pyrénées,Toulouse,31,Toulouse,LYCEE(S) AVEC CPGE,Lycée Déodat de Séverac,0310044E
C0224,Ose l'ISAE,Midi-Pyrénées,Toulouse,31,Toulouse,LYCEES SOURCES,Lycée Déodat de Séverac,0310044E
C0224,Ose l'ISAE,Midi-Pyrénées,Toulouse,31,Toulouse,LYCEES SOURCES,Lycée des Arènes,0312267W
C0071,Un ascenseur pour la réussite,Rhône-Alpes,Grenoble,38,Grenoble,LYCEE(S) AVEC CPGE,Lycée des Eaux Claires,0380029A
C0082,Les cordées de la réussite du lycée Saint-Pierre et de l'école d'ingénieurs,Nord-Pas-de-Calais,Lille,59,Hazebrouck,LYCEES SOURCES,Lycée des Flandres,0590101P
C0177,Cordée Arts et métiers,Champagne-Ardennes,Reims,10,Troyes,LYCEE(S) AVEC CPGE,Lycée des Lombards,0100025Y
"C0036,""Programme """"égalité des chances"""" pour les études en architecture"",Aquitaine,Bordeaux,33,Blanquefort,LYCEES SOURCES,Lycée des métiers,0330018R"
C0148,Les études sup…c'est aussi pour moi,Centre,Orléans-Tours,37,Tours ,LYCEE(S) AVEC CPGE,Lycée Descartes,0370035M
C0148,Les études sup…c'est aussi pour moi,Centre,Orléans-Tours,37,Tours ,LYCEES SOURCES,Lycée Descartes,0370035M
C0202,EDRESUP ,Haute Normandie,Rouen,76,Fécamp,LYCEES SOURCES,Lycée Descartes,0760036B
C0056,Cordée Georges Guerschwin,Ile-de-France,Créteil,94,Champs-sur-Marne,LYCEES SOURCES,Lycée Descartes,0772223Y
C0247,Secteur CASQY,Ile-de-France,Versailles,92,Montigny-le-Bretonneux,LYCEE(S) AVEC CPGE,Lycée Descartes,0920130S
C0233,Cordée HEC Académie de Versailles,Ile-de-France,Versailles,92,Antony,LYCEES SOURCES,Lycée Descartes,0920130S
C0175,Venise verte,Poitou-Charente,Poitiers,79,Niort,LYCEES SOURCES,Lycée Desfontaines,0790019S
C0064,Eiffel de la réussite,Bourgogne,Dijon,21,Châtillon sur Seine,LYCEES SOURCES,Lycée Désiré Nisard,0210013A
C0047,Pôle développement durable,Auvergne,Clermont-Ferrand,43,Espaly,LYCEES SOURCES,Lycée d'Espaly,0430023S
C0153,Université et CPGE pour les élèves d'Eure-et-Loir,Centre,Orléans-Tours,41,Blois ,LYCEE(S) AVEC CPGE,Lycée Dessaignes,0410002E
C0150,Promotion de l'accueil en CPGE économique,Centre,Orléans-Tours,41,Blois ,LYCEES SOURCES,Lycée Dessaignes,0410002E
"C0083,""L'universté d'Artois, pourquoi pas moi?"",Nord-Pas-de-Calais,Lille,59,Douai,LYCEES SOURCES,Lycée d'excellence,NR"
"C0086,""Une grande école, pourquoi pas moi?"",Nord-Pas-de-Calais,Lille,59,Douai,LYCEES SOURCES,Lycée d'excellence,NR"
"C0114,""Ingénieur, pourquoi pas moi?"",Languedoc-Roussillon,Montpellier,30,Nîmes,LYCEE(S) AVEC CPGE,Lycée Dhuoda,0300026R"
"C0116,""Un lycée au cœur d'un réseau, point d'appui pour le développement local"",Languedoc-Roussillon,Montpellier,30,Nîmes,LYCEES SOURCES,Lycée Dhuoda,0300026R"
C0003,CPES Spé S&T,Provence Alpes Côte d'Azur,Aix-Marseille,13,Marseille,LYCEES SOURCES,Lycée Diderot,0130050J
"C0004,""Des études scientifiques, pourquoi pas moi ?"",Provence Alpes Côte d'Azur,Aix-Marseille,13,Marseille,LYCEES SOURCES,Lycée Diderot,0130050J"
C0006,Echanges Phocéens,Provence Alpes Côte d'Azur,Aix-Marseille,13,Marseille,LYCEES SOURCES,Lycée Diderot,0130050J
C0010,Officier pourquoi pas ?,Provence Alpes Côte d'Azur,Aix-Marseille,13,Marseille,LYCEES SOURCES,Lycée Diderot,0130050J
